customer_id,age,gender,country,product_id,product_category,price,discount,payment_type,quantity,order_date,shipping_days,device_type,referral_source,session_duration,clicks,returned,rating,review_length,churn
23880,34,Male,Australia,4326,Books,771.59,48.11,Debit Card,2,2023-09-06,4,Tablet,Google,284,32,0,2,45,1
23881,49,Male,India,5637,Clothing,551.78,38.98,UPI,2,2023-09-03,1,Mobile,Instagram,181,15,0,3,432,0
23882,28,Female,Australia,7244,Sports,636.17,25.1,Debit Card,4,2023-02-25,4,Tablet,Facebook,373,21,1,2,354,0
23883,51,Female,UK,8234,Beauty,733.68,8.3,Debit Card,1,2022-04-25,6,Mobile,Direct,496,34,0,3,37,0
23884,41,Male,USA,9401,Clothing,415.03,47.87,Credit Card,1,2022-01-18,7,Desktop,Direct,953,18,0,4,190,0
23885,22,Female,UK,3500,Books,849.62,12.38,Cash,2,2023-10-14,1,Desktop,Facebook,707,44,0,2,488,0
23886,46,Other,Australia,2536,Clothing,540.96,2.78,Debit Card,2,2022-08-26,6,Desktop,Direct,323,49,0,1,76,1
23887,65,Male,UK,4706,Home,796.66,32.9,PayPal,1,2022-02-02,7,Desktop,Google,792,11,0,2,210,1
23888,65,Female,Canada,9143,Clothing,397.2,37.48,Credit Card,3,2023-04-23,1,Mobile,Google,506,10,0,4,33,1
23889,51,Male,Australia,3389,Beauty,670.69,48.53,Debit Card,1,2022-01-20,2,Tablet,Facebook,863,11,0,5,220,0
23890,33,Other,USA,5478,Books,935.88,8.01,PayPal,1,2022-07-31,3,Mobile,Facebook,797,29,0,4,207,0
23891,42,Female,Australia,6027,Sports,219.74,37.51,PayPal,2,2022-12-28,1,Tablet,Google,574,5,0,1,271,0
23892,54,Male,UK,2835,Clothing,955.04,43.53,PayPal,2,2023-11-07,9,Mobile,Instagram,584,17,0,1,37,0
23893,25,Other,India,8652,Books,262.24,26.6,PayPal,4,2022-07-02,5,Desktop,Email,43,16,0,5,251,0
23894,46,Female,Australia,7626,Sports,175.03,17.98,Credit Card,2,2023-04-26,4,Desktop,Google,452,2,0,3,228,1
23895,69,Male,UK,2591,Electronics,678.65,15.42,Cash,4,2023-08-12,4,Tablet,Email,209,22,0,4,24,0
23896,63,Other,Germany,6520,Books,824.58,28.82,UPI,4,2022-01-29,5,Desktop,Email,54,38,0,4,477,1
23897,42,Other,Canada,5663,Clothing,382.27,46.07,Cash,1,2023-09-17,5,Mobile,Google,919,20,0,2,205,1
23898,59,Other,Canada,9010,Sports,194.74,7.85,Credit Card,2,2023-09-15,2,Mobile,Email,77,22,0,5,405,0
23899,40,Other,Canada,5362,Electronics,685.87,36.33,UPI,3,2023-09-12,5,Tablet,Google,932,36,0,3,98,0
23900,51,Other,USA,6017,Books,266.21,25.05,Cash,2,2022-05-27,2,Tablet,Facebook,886,26,0,5,386,0
23901,20,Female,Australia,1311,Books,879.11,25.63,Cash,4,2022-06-16,1,Desktop,Facebook,730,17,1,5,85,0
23902,47,Other,Canada,6215,Beauty,11.28,25.02,Cash,2,2022-12-04,7,Mobile,Facebook,997,46,0,5,74,0
23903,67,Female,UK,2649,Electronics,690.14,39.71,Debit Card,3,2022-06-27,3,Tablet,Direct,394,37,0,3,115,1
23904,51,Female,USA,9658,Electronics,61.95,0.75,UPI,2,2022-12-02,3,Mobile,Direct,515,8,0,3,118,0
23905,49,Male,Germany,8941,Clothing,576.66,1.41,UPI,2,2022-05-24,4,Mobile,Facebook,470,29,0,2,184,0
23906,46,Male,India,3662,Clothing,929.84,38.28,Cash,3,2022-12-05,5,Tablet,Email,281,24,0,2,374,0
23907,26,Female,Canada,5620,Sports,796.62,28.94,UPI,4,2023-07-16,3,Desktop,Email,357,10,0,2,136,0
23908,19,Other,UK,3552,Electronics,324.89,9.85,PayPal,2,2023-06-19,1,Mobile,Email,990,47,1,1,246,0
23909,56,Other,USA,8246,Books,464.45,34.77,Cash,4,2022-07-28,8,Desktop,Email,904,32,0,3,214,0
23910,24,Female,Australia,8131,Electronics,529.1,11.1,Credit Card,4,2023-03-20,4,Tablet,Facebook,971,47,0,5,77,1
23911,63,Other,Australia,2224,Electronics,355.89,38.68,PayPal,3,2023-02-27,7,Mobile,Email,935,45,0,2,120,0
23912,22,Female,UK,4379,Home,598.55,41.72,UPI,4,2022-01-23,3,Tablet,Instagram,817,33,0,3,414,0
23913,25,Male,Australia,6297,Sports,539.93,22.47,PayPal,2,2023-07-26,9,Tablet,Facebook,887,32,0,1,264,0
23914,49,Other,Canada,3126,Clothing,340.99,49.91,Credit Card,3,2023-08-28,9,Desktop,Email,604,18,0,1,320,0
23915,35,Other,India,7395,Books,827.55,49.5,Credit Card,3,2022-02-24,4,Mobile,Email,524,9,0,2,177,1
23916,55,Other,USA,6686,Beauty,287.9,17.95,PayPal,2,2022-02-25,6,Mobile,Email,234,16,0,5,46,0
23917,63,Male,UK,8140,Books,955.86,20.06,PayPal,4,2023-03-02,2,Desktop,Email,438,14,1,5,25,0
23918,35,Other,USA,8638,Electronics,988.79,32.55,Debit Card,1,2022-11-11,2,Mobile,Instagram,988,16,0,5,20,0
23919,66,Female,Canada,5981,Books,273.72,19.11,Credit Card,2,2023-01-27,2,Tablet,Google,675,29,0,3,233,0
23920,58,Other,Australia,3086,Books,585.85,48.24,PayPal,1,2022-05-05,7,Tablet,Instagram,195,49,1,2,32,0
23921,62,Female,Canada,5624,Beauty,203.18,10.36,Cash,3,2022-01-01,5,Desktop,Instagram,63,42,0,5,238,0
23922,33,Other,Germany,6301,Beauty,364.92,48.0,Cash,2,2023-01-23,9,Mobile,Instagram,355,38,0,1,29,0
23923,38,Female,Germany,4712,Clothing,20.47,2.49,Cash,2,2022-12-10,5,Desktop,Facebook,522,42,0,3,499,0
23924,27,Male,Canada,9668,Sports,994.76,44.71,PayPal,1,2022-03-10,3,Tablet,Facebook,807,10,0,5,347,0
23925,59,Other,USA,7553,Home,455.98,14.7,Cash,1,2022-03-30,3,Tablet,Instagram,671,1,0,5,486,0
23926,21,Male,UK,4457,Sports,254.18,3.3,Credit Card,4,2023-07-29,8,Desktop,Facebook,961,24,1,5,484,0
23927,61,Male,UK,6132,Beauty,635.11,40.35,Debit Card,2,2022-03-22,3,Mobile,Direct,91,48,0,1,445,0
23928,25,Other,USA,7513,Sports,880.88,31.64,Cash,3,2023-12-07,8,Desktop,Facebook,766,13,0,1,131,1
23929,64,Other,India,6156,Books,767.45,39.36,UPI,4,2023-01-23,7,Desktop,Facebook,461,39,0,3,327,0
23930,36,Female,USA,8093,Home,249.41,13.96,Cash,1,2022-04-26,3,Desktop,Email,166,46,0,3,274,0
23931,64,Other,Canada,8095,Home,200.68,5.75,Credit Card,1,2023-01-28,3,Mobile,Google,382,44,0,5,165,0
23932,57,Other,Canada,4391,Home,827.54,8.69,UPI,3,2022-04-29,2,Mobile,Facebook,531,16,0,1,304,0
23933,57,Female,Germany,6695,Beauty,609.56,33.38,UPI,3,2022-12-28,6,Desktop,Email,864,3,1,2,341,0
23934,68,Female,UK,1282,Sports,642.14,3.33,Debit Card,2,2023-08-29,1,Tablet,Facebook,258,25,0,2,17,0
23935,26,Other,Germany,7837,Clothing,770.84,28.81,Cash,4,2022-11-01,8,Mobile,Email,298,23,0,4,67,0
23936,47,Other,UK,6498,Home,762.56,31.78,UPI,2,2022-01-12,3,Tablet,Email,380,42,1,2,499,1
23937,34,Other,USA,8066,Clothing,930.03,43.72,UPI,1,2022-07-03,5,Mobile,Instagram,215,46,0,2,54,0
23938,57,Male,India,4171,Clothing,50.21,11.34,Cash,1,2022-10-17,4,Desktop,Google,786,34,0,3,444,0
23939,61,Male,Australia,6548,Beauty,809.55,5.7,Debit Card,2,2023-03-25,5,Tablet,Instagram,587,47,0,5,158,1
23940,32,Other,UK,2388,Home,295.22,12.69,Cash,2,2023-03-19,3,Desktop,Google,90,17,0,4,302,0
23941,21,Female,India,3501,Beauty,663.26,38.34,UPI,1,2022-03-10,3,Desktop,Direct,998,45,0,2,412,0
23942,23,Other,India,7814,Beauty,848.98,27.39,UPI,1,2023-11-02,7,Tablet,Email,944,49,0,1,449,0
23943,33,Other,India,1464,Sports,386.9,44.26,Credit Card,4,2022-07-09,9,Desktop,Direct,110,30,0,3,492,0
23944,43,Male,USA,5464,Beauty,501.93,11.67,Cash,1,2022-07-25,8,Desktop,Instagram,618,41,0,1,118,0
23945,54,Other,India,5110,Sports,603.71,29.23,PayPal,3,2023-02-12,3,Desktop,Email,977,32,0,5,246,0
23946,40,Other,India,3161,Sports,579.62,39.52,PayPal,1,2023-03-18,9,Tablet,Email,858,2,0,3,136,1
23947,30,Male,Canada,4530,Home,588.85,5.75,Cash,1,2022-05-24,6,Tablet,Email,119,36,0,1,276,0
23948,64,Male,Canada,8252,Books,164.49,18.13,Cash,2,2023-11-06,6,Desktop,Direct,705,20,0,3,433,0
23949,34,Female,UK,3176,Clothing,586.77,26.99,Debit Card,4,2023-08-15,7,Mobile,Direct,437,35,0,3,81,0
23950,44,Female,Canada,5566,Home,664.61,22.79,Debit Card,3,2022-03-25,6,Mobile,Instagram,99,39,0,5,290,0
23951,69,Female,UK,9988,Books,626.78,16.0,Debit Card,2,2023-05-05,1,Mobile,Facebook,384,16,0,5,99,1
23952,39,Other,India,9128,Books,607.81,19.54,Debit Card,3,2023-07-12,6,Mobile,Email,523,7,0,2,101,1
23953,54,Female,Canada,5733,Sports,530.07,40.09,Debit Card,1,2022-08-01,8,Desktop,Instagram,804,27,0,1,39,0
23954,36,Male,Germany,1347,Electronics,739.1,9.78,Cash,2,2023-04-03,9,Tablet,Direct,38,30,0,5,96,0
23955,56,Female,Australia,6127,Clothing,129.26,27.86,Cash,2,2022-12-15,5,Desktop,Google,825,8,0,3,123,1
23956,52,Other,Australia,4123,Clothing,687.32,16.86,PayPal,3,2023-03-04,7,Tablet,Email,805,18,0,5,45,0
23957,30,Other,USA,6666,Electronics,617.24,43.29,Cash,4,2022-06-17,9,Mobile,Direct,174,15,0,4,105,1
23958,31,Female,Canada,9939,Home,427.44,17.04,PayPal,4,2022-03-22,3,Tablet,Facebook,736,2,0,2,237,1
23959,65,Other,USA,4990,Electronics,675.93,7.44,UPI,1,2022-01-11,8,Tablet,Facebook,58,29,0,3,490,0
23960,48,Other,Australia,9401,Electronics,106.25,46.52,Cash,2,2022-06-03,7,Desktop,Facebook,45,46,0,3,166,0
23961,62,Other,Canada,8551,Home,458.75,0.95,PayPal,3,2022-06-26,2,Mobile,Direct,647,47,0,4,315,0
23962,19,Female,Australia,1466,Electronics,507.7,49.69,Credit Card,1,2023-07-20,6,Tablet,Email,460,18,0,2,281,0
23963,63,Other,Canada,4792,Electronics,354.56,14.66,Cash,2,2023-03-06,7,Mobile,Facebook,671,44,0,1,158,0
23964,69,Female,Germany,6823,Sports,998.92,17.17,Cash,3,2022-04-16,3,Tablet,Facebook,243,23,0,3,252,0
23965,56,Female,India,3688,Beauty,719.43,34.32,UPI,3,2023-10-13,5,Desktop,Direct,520,21,0,1,359,0
23966,54,Other,UK,5080,Home,348.53,20.55,Credit Card,1,2023-11-08,2,Desktop,Google,379,3,1,4,320,0
23967,31,Female,Canada,2619,Books,285.67,6.08,PayPal,2,2022-06-25,6,Mobile,Instagram,601,41,0,2,102,0
23968,26,Female,Canada,5675,Sports,204.49,18.6,Cash,3,2022-04-30,1,Tablet,Google,218,45,0,5,402,0
23969,27,Other,USA,5263,Home,369.3,31.02,Cash,3,2022-07-14,8,Desktop,Email,522,26,0,2,47,0
23970,24,Other,India,3436,Books,938.85,12.95,Cash,3,2023-09-22,3,Mobile,Instagram,55,4,0,3,198,0
23971,45,Female,Canada,2944,Electronics,491.31,47.16,UPI,2,2022-11-14,8,Mobile,Direct,316,4,1,2,32,0
23972,63,Male,Canada,7138,Sports,540.97,32.0,Debit Card,2,2022-05-18,1,Tablet,Email,429,43,0,5,164,0
23973,42,Male,UK,8877,Books,624.76,36.92,PayPal,1,2023-02-23,5,Desktop,Instagram,555,32,0,4,65,0
23974,63,Male,Australia,2915,Books,59.55,21.56,Debit Card,2,2023-03-06,6,Tablet,Email,333,5,0,5,327,0
23975,45,Male,India,3508,Books,276.64,36.58,Cash,1,2022-02-28,9,Desktop,Email,401,35,0,4,415,1
23976,19,Female,India,1592,Books,10.06,16.25,PayPal,1,2022-09-04,5,Tablet,Direct,136,35,1,1,102,0
23977,34,Other,Australia,5089,Clothing,519.1,38.42,Cash,2,2023-03-22,5,Desktop,Google,367,48,0,3,163,1
23978,69,Male,Canada,6123,Books,984.38,44.45,Credit Card,1,2022-01-03,4,Tablet,Google,192,35,0,2,311,1
23979,21,Other,India,6634,Clothing,503.63,24.98,Credit Card,1,2023-10-26,9,Desktop,Direct,329,32,0,1,109,0
23980,30,Male,India,8417,Electronics,854.56,31.99,PayPal,4,2023-10-23,3,Tablet,Google,867,44,0,4,366,0
23981,35,Male,UK,2418,Books,840.02,21.47,UPI,3,2023-10-08,2,Tablet,Facebook,903,46,0,2,326,0
23982,20,Male,Germany,7105,Clothing,996.22,30.59,Debit Card,1,2023-06-07,4,Tablet,Instagram,769,27,0,5,43,0
23983,68,Other,Australia,6021,Electronics,845.7,40.95,Debit Card,3,2022-09-30,6,Mobile,Direct,194,28,0,4,303,0
23984,54,Other,Australia,6616,Beauty,24.0,7.28,Debit Card,1,2023-02-15,7,Tablet,Instagram,469,33,0,2,85,0
23985,50,Male,UK,2672,Sports,521.32,34.02,Cash,4,2022-02-11,6,Desktop,Instagram,826,10,0,3,223,0
23986,58,Other,Germany,6081,Books,427.75,13.2,Credit Card,1,2022-10-19,1,Desktop,Google,621,45,0,4,386,0
23987,41,Male,UK,2731,Home,545.81,9.29,PayPal,4,2023-08-15,3,Desktop,Instagram,725,5,0,4,373,0
23988,25,Female,Australia,4588,Books,489.33,11.03,UPI,3,2022-10-09,7,Mobile,Instagram,608,13,0,3,457,1
23989,52,Other,Australia,8012,Books,921.09,6.79,Cash,1,2023-01-30,2,Desktop,Email,237,6,0,2,171,0
23990,19,Male,Canada,6237,Beauty,223.58,36.72,PayPal,3,2022-02-19,9,Tablet,Instagram,194,39,0,5,195,0
23991,50,Female,UK,4087,Electronics,560.34,8.24,Credit Card,1,2022-09-17,6,Desktop,Email,918,48,1,4,210,0
23992,29,Female,India,3380,Books,907.86,14.73,PayPal,4,2022-01-23,1,Mobile,Facebook,580,25,0,1,253,0
23993,39,Male,India,5881,Clothing,53.17,45.35,Cash,1,2022-05-22,8,Desktop,Email,537,5,0,2,485,0
23994,30,Female,USA,6082,Home,512.51,28.69,PayPal,4,2022-11-25,3,Tablet,Direct,251,6,0,3,125,1
23995,27,Female,Canada,1292,Sports,474.02,0.57,Credit Card,4,2022-08-01,7,Desktop,Instagram,744,17,1,1,366,0
23996,34,Male,India,1669,Electronics,671.45,14.78,Cash,3,2023-03-28,9,Mobile,Email,823,2,0,3,483,0
23997,60,Female,Canada,6686,Sports,633.01,13.41,PayPal,3,2023-12-06,3,Tablet,Google,781,47,0,3,318,1
23998,22,Female,UK,5881,Home,173.02,0.28,UPI,1,2023-04-27,1,Mobile,Facebook,803,20,0,1,59,0
23999,26,Male,India,3215,Sports,779.38,41.14,PayPal,3,2022-01-30,2,Mobile,Facebook,625,48,0,4,30,0
24000,30,Male,Canada,5901,Books,999.08,40.86,PayPal,2,2023-03-05,5,Tablet,Instagram,585,28,0,2,447,1
24001,69,Female,UK,2036,Clothing,481.71,47.33,Credit Card,1,2022-03-18,2,Desktop,Direct,745,35,0,2,318,0
24002,40,Other,Australia,3172,Home,214.04,15.83,PayPal,3,2022-06-25,8,Mobile,Email,423,27,0,4,267,0
24003,47,Male,Germany,5055,Home,35.44,49.99,PayPal,4,2022-09-09,8,Mobile,Direct,522,22,0,3,275,0
24004,60,Other,USA,8193,Electronics,306.48,43.68,PayPal,3,2022-12-24,8,Desktop,Email,693,47,0,1,420,0
24005,21,Male,UK,9222,Beauty,130.77,23.04,Cash,3,2022-02-07,8,Desktop,Facebook,525,18,0,4,8,0
24006,38,Other,Australia,7198,Clothing,892.25,35.74,UPI,2,2022-03-17,7,Mobile,Direct,390,20,0,2,123,0
24007,60,Male,Germany,5086,Electronics,852.48,11.02,Cash,1,2023-05-03,2,Mobile,Direct,785,40,0,2,449,0
24008,26,Female,Canada,9511,Home,868.45,27.41,Debit Card,4,2022-01-19,5,Desktop,Facebook,762,41,0,2,425,0
24009,24,Female,Germany,8242,Clothing,264.04,1.43,Debit Card,3,2022-11-04,3,Desktop,Direct,399,25,0,2,326,0
24010,33,Other,India,2927,Home,371.05,12.42,Cash,3,2022-12-21,5,Tablet,Instagram,918,23,0,1,378,0
24011,40,Other,Australia,3520,Home,239.14,16.26,PayPal,1,2023-08-26,1,Mobile,Google,190,48,0,1,111,1
24012,40,Male,Australia,4703,Electronics,785.04,8.07,Debit Card,1,2022-06-03,4,Mobile,Email,574,8,0,1,251,0
24013,48,Male,Canada,7866,Clothing,895.38,6.71,PayPal,4,2023-08-18,9,Tablet,Facebook,513,19,0,1,47,0
24014,22,Other,USA,1141,Sports,430.87,36.23,Credit Card,3,2023-01-26,7,Tablet,Facebook,844,23,0,5,294,0
24015,23,Other,USA,1056,Home,857.53,23.42,Credit Card,3,2022-08-09,2,Tablet,Email,726,32,0,2,64,0
24016,68,Female,Canada,1215,Home,363.01,19.41,Cash,1,2023-11-16,8,Mobile,Email,802,8,0,5,463,0
24017,18,Other,India,9267,Books,268.68,19.26,PayPal,4,2022-08-07,6,Mobile,Google,813,4,0,3,304,1
24018,65,Female,Canada,8951,Electronics,472.42,17.17,Credit Card,2,2023-11-26,6,Tablet,Instagram,922,49,0,4,260,0
24019,45,Other,Canada,9446,Sports,516.25,36.76,UPI,1,2023-12-28,5,Tablet,Instagram,138,14,0,4,144,0
24020,35,Female,Australia,1990,Clothing,13.63,36.99,Debit Card,3,2022-12-13,3,Desktop,Google,948,4,0,2,240,0
24021,41,Female,Canada,8445,Sports,703.21,22.0,UPI,3,2023-08-22,8,Tablet,Google,878,33,0,3,26,0
24022,30,Female,UK,9358,Clothing,148.48,3.82,Cash,1,2023-03-12,8,Desktop,Google,273,9,0,2,19,1
24023,50,Male,USA,4543,Clothing,255.02,0.29,Debit Card,3,2023-05-10,4,Mobile,Facebook,672,40,0,3,150,0
24024,27,Female,USA,2654,Sports,674.75,48.55,Cash,1,2023-03-18,8,Mobile,Email,164,1,0,2,447,0
24025,24,Other,India,1985,Electronics,973.46,47.15,PayPal,3,2023-08-17,1,Desktop,Email,887,38,0,1,401,0
24026,54,Other,USA,9982,Sports,932.95,9.95,Credit Card,3,2022-05-02,9,Tablet,Email,867,21,0,1,147,0
24027,49,Other,India,7024,Electronics,980.96,16.11,Credit Card,1,2023-10-24,8,Desktop,Google,161,19,0,1,329,0
24028,62,Male,Australia,9033,Electronics,47.27,39.97,Debit Card,1,2023-08-05,3,Tablet,Direct,968,43,0,2,203,0
24029,39,Female,India,8652,Sports,349.96,16.49,Debit Card,2,2022-07-24,8,Desktop,Email,717,27,0,5,475,0
24030,33,Male,USA,6671,Home,28.5,10.42,Debit Card,4,2022-03-14,5,Desktop,Instagram,291,22,0,2,213,0
24031,41,Female,Canada,1728,Beauty,787.47,12.31,PayPal,3,2023-07-29,2,Mobile,Google,936,6,0,1,487,0
24032,69,Other,Canada,7225,Electronics,561.1,35.83,Cash,3,2022-04-25,9,Desktop,Direct,937,36,0,3,380,0
24033,31,Female,UK,2935,Electronics,15.71,26.38,PayPal,2,2023-03-12,9,Desktop,Email,161,46,0,3,17,0
24034,28,Male,India,5283,Clothing,771.5,15.68,PayPal,3,2022-12-13,8,Desktop,Email,56,13,0,2,297,0
24035,36,Male,Germany,3971,Home,218.86,14.93,Credit Card,3,2022-11-30,8,Tablet,Instagram,645,26,0,5,478,0
24036,40,Male,Germany,1662,Clothing,239.65,38.16,Credit Card,1,2022-12-20,6,Mobile,Instagram,616,3,0,5,156,0
24037,51,Male,Australia,9657,Sports,606.43,34.24,PayPal,4,2023-03-12,3,Mobile,Direct,374,30,0,5,409,1
24038,57,Other,USA,4929,Home,31.31,34.46,Debit Card,3,2022-01-19,9,Desktop,Google,985,35,0,2,16,0
24039,30,Male,USA,7961,Sports,725.11,8.78,PayPal,1,2022-04-13,4,Desktop,Email,222,48,0,4,4,0
24040,56,Male,Germany,7786,Sports,327.15,15.24,Debit Card,3,2023-09-11,2,Mobile,Email,969,3,0,3,478,1
24041,61,Male,UK,4942,Home,434.03,32.38,Cash,2,2023-06-26,6,Desktop,Direct,161,18,0,2,395,0
24042,45,Other,Australia,8969,Sports,19.91,27.36,Debit Card,1,2022-04-16,2,Desktop,Email,757,29,0,3,220,0
24043,57,Female,India,6461,Sports,233.97,34.71,Cash,3,2022-03-03,1,Tablet,Instagram,465,39,0,1,43,0
24044,33,Other,India,3860,Books,596.99,33.75,Cash,3,2023-09-28,7,Tablet,Direct,277,25,0,5,65,0
24045,67,Other,Australia,6991,Books,350.21,36.59,PayPal,3,2022-05-31,5,Tablet,Facebook,949,31,0,3,95,1
24046,68,Other,USA,4411,Beauty,483.1,40.15,Cash,3,2022-11-30,5,Tablet,Facebook,39,49,0,4,341,0
24047,45,Female,Australia,7948,Home,425.75,38.04,Debit Card,2,2023-04-01,3,Desktop,Direct,823,1,0,3,390,1
24048,21,Male,USA,2953,Beauty,464.01,41.89,Credit Card,3,2022-11-03,6,Mobile,Email,126,25,0,4,117,1
24049,45,Other,Australia,8247,Sports,241.22,26.7,Cash,4,2022-12-14,1,Tablet,Google,837,30,1,1,330,0
24050,29,Male,Canada,6780,Home,44.71,22.87,UPI,1,2022-01-31,3,Tablet,Direct,424,22,0,5,299,0
24051,33,Male,UK,6820,Beauty,334.91,39.49,Cash,2,2022-02-19,3,Desktop,Facebook,170,39,0,1,88,0
24052,66,Female,India,7633,Books,351.72,9.48,PayPal,4,2023-12-07,3,Desktop,Google,60,49,0,4,237,0
24053,53,Female,Canada,1028,Electronics,604.84,14.21,Cash,4,2022-12-30,5,Tablet,Instagram,651,5,0,3,166,0
24054,37,Other,Germany,8864,Books,959.63,33.1,Cash,4,2023-11-08,1,Desktop,Email,324,48,0,5,171,0
24055,43,Female,Canada,6923,Books,273.35,49.99,UPI,3,2023-07-18,8,Tablet,Direct,835,49,0,3,102,0
24056,43,Female,Australia,7666,Home,466.97,17.09,Credit Card,4,2023-09-17,4,Tablet,Facebook,599,38,0,3,410,0
24057,39,Female,Germany,5944,Sports,320.88,45.08,Debit Card,2,2023-05-09,9,Desktop,Direct,157,25,0,1,112,1
24058,26,Male,Germany,5345,Sports,266.12,44.66,Debit Card,3,2022-12-03,6,Tablet,Instagram,641,28,0,2,143,0
24059,22,Female,India,4819,Books,723.37,14.41,Credit Card,2,2023-10-29,5,Desktop,Instagram,437,10,0,1,25,1
24060,34,Other,Canada,4411,Home,36.52,32.49,Cash,2,2022-02-10,1,Tablet,Email,778,49,0,5,268,0
24061,66,Female,India,4441,Home,792.38,21.36,PayPal,3,2023-04-13,4,Mobile,Instagram,173,23,0,2,52,1
24062,51,Other,UK,8731,Books,834.77,46.21,Debit Card,4,2023-08-30,2,Mobile,Direct,971,20,0,4,286,0
24063,19,Other,UK,5706,Electronics,689.15,48.97,UPI,4,2022-07-23,7,Desktop,Google,760,13,0,2,233,1
24064,24,Female,UK,2293,Books,273.21,31.03,Credit Card,1,2023-12-11,1,Desktop,Google,446,28,0,4,146,0
24065,53,Male,UK,2058,Beauty,927.18,42.45,PayPal,3,2022-06-28,8,Mobile,Email,401,16,0,2,6,0
24066,30,Other,Germany,1514,Sports,655.96,15.31,PayPal,2,2022-01-29,8,Desktop,Email,363,13,0,4,39,0
24067,37,Other,Australia,6823,Books,972.77,5.07,PayPal,4,2022-05-30,5,Desktop,Email,890,46,0,3,32,0
24068,47,Other,UK,8006,Beauty,379.73,39.48,UPI,3,2022-10-12,4,Tablet,Facebook,456,38,0,2,330,0
24069,47,Female,India,7367,Electronics,826.02,26.97,Cash,4,2023-06-11,3,Mobile,Instagram,350,18,0,5,368,0
24070,28,Other,Australia,9518,Sports,221.59,44.74,PayPal,3,2023-05-30,2,Desktop,Direct,222,33,0,3,175,0
24071,48,Female,Canada,4676,Books,888.7,49.53,Debit Card,1,2022-09-26,8,Mobile,Facebook,137,20,0,3,19,0
24072,20,Other,Canada,4088,Home,783.29,4.74,Debit Card,4,2022-09-05,3,Mobile,Email,224,49,0,2,19,0
24073,19,Male,India,5856,Sports,896.21,46.41,PayPal,3,2023-11-20,5,Tablet,Facebook,841,27,0,2,103,0
24074,65,Other,USA,6425,Sports,782.4,19.87,Debit Card,1,2022-05-12,7,Tablet,Direct,311,49,0,3,488,0
24075,20,Female,USA,1920,Clothing,260.28,33.49,UPI,1,2023-01-06,5,Desktop,Google,510,42,0,2,363,0
24076,32,Female,USA,8209,Books,237.25,8.66,Credit Card,4,2023-04-22,4,Mobile,Instagram,503,20,0,4,364,0
24077,34,Other,USA,6206,Books,94.39,49.43,UPI,3,2022-04-14,8,Desktop,Instagram,902,18,0,5,271,1
24078,65,Female,Germany,1732,Clothing,510.95,36.43,UPI,1,2023-06-27,7,Mobile,Google,177,43,0,4,269,0
24079,69,Male,Germany,5486,Electronics,469.17,19.99,UPI,2,2023-01-22,6,Desktop,Email,973,2,0,2,271,0
24080,24,Female,Canada,3435,Clothing,225.69,44.44,PayPal,2,2023-04-03,9,Desktop,Email,936,22,0,1,167,0
24081,65,Other,Canada,2595,Home,548.23,20.57,Credit Card,4,2023-09-28,9,Tablet,Direct,908,25,0,2,378,0
24082,22,Male,Germany,7722,Electronics,189.05,8.2,PayPal,3,2023-09-20,4,Mobile,Instagram,781,6,0,4,2,1
24083,51,Female,Germany,6293,Beauty,392.58,1.59,Credit Card,2,2023-10-03,6,Tablet,Facebook,313,39,0,4,402,1
24084,50,Other,Canada,4838,Books,164.25,45.92,Cash,4,2023-11-20,2,Mobile,Email,766,19,0,5,173,0
24085,62,Female,India,9389,Beauty,759.81,1.58,UPI,1,2022-07-02,3,Tablet,Direct,227,29,0,3,442,0
24086,33,Other,Germany,8680,Books,761.38,38.62,UPI,1,2023-12-06,5,Tablet,Email,807,28,0,2,169,0
24087,54,Female,India,1798,Sports,873.74,32.79,PayPal,2,2022-12-20,7,Tablet,Email,981,44,0,3,94,0
24088,20,Female,UK,1968,Sports,538.48,4.78,PayPal,4,2023-10-09,5,Tablet,Google,894,14,0,4,38,0
24089,64,Male,India,6978,Beauty,631.52,44.13,Credit Card,3,2022-08-20,8,Tablet,Direct,970,14,0,3,363,1
24090,65,Male,India,5382,Home,638.6,31.79,Debit Card,4,2022-07-20,1,Desktop,Email,259,25,0,4,13,0
24091,60,Female,Germany,3933,Clothing,175.17,42.23,Debit Card,2,2023-05-08,7,Mobile,Facebook,383,15,0,5,20,0
24092,68,Other,UK,6389,Sports,383.21,40.95,UPI,2,2023-06-04,4,Mobile,Instagram,377,15,1,3,121,0
24093,67,Other,USA,4543,Books,941.97,19.83,Credit Card,3,2022-05-04,1,Mobile,Email,289,31,0,2,171,1
24094,38,Female,India,4906,Electronics,299.47,23.99,PayPal,2,2022-09-08,2,Mobile,Facebook,425,25,0,2,352,1
24095,58,Female,UK,9492,Beauty,588.17,49.56,UPI,2,2022-08-23,9,Mobile,Email,156,14,0,1,3,0
24096,25,Male,UK,7046,Clothing,611.01,0.85,PayPal,4,2022-03-03,2,Desktop,Facebook,396,15,0,1,241,1
24097,39,Female,Germany,9753,Sports,745.41,12.11,Debit Card,2,2022-12-03,8,Mobile,Email,945,5,0,5,466,0
24098,68,Female,UK,9894,Home,216.61,23.96,UPI,3,2023-08-03,5,Tablet,Email,116,27,0,4,96,0
24099,22,Other,Australia,8354,Clothing,914.6,36.16,Cash,4,2022-03-16,6,Desktop,Email,696,11,0,1,20,0
